SpeciesCode,HUCID
137976,0110000101
137976,0110000103
137976,0110000504
137976,0110000506
137976,0110000604
137976,0203010103
137976,0203020300
137976,0109000501
137976,0109000503
137976,0110000105
137976,0207001002
137976,0207001003
137976,0204020506
137976,0204020507
137976,0204020508
137976,0204020701
137976,0204020505
137976,0206000204
137976,0601010806
137976,0108020107
137976,0108020106
137976,0107000402
137976,0107000401
137976,0107000613
137976,0107000403
137976,0108020202
137976,0107000404
137976,0108020201
137976,0107000610
137976,0108020104
137976,0107000611
137976,0107000614
137976,0107000612
137976,0107000609
137976,0106000308
137976,0107000607
137976,0107000301
137976,0107000608
137976,0107000606
137976,0106000310
137976,0106000307
137976,0106000309
137976,0107000302
137976,0107000303
137976,0108020101
137976,0107000603
137976,0107000605
137976,0107000306
137976,0106000311
137976,0107000304
137976,0107000602
137976,0106000303
137976,0107000601
137976,0106000304
137976,0106000306
137976,0107000604
137976,0106000301
137976,0107000305
137976,0108010604
137976,0106000302
137976,0106000305
137976,0107000107
137976,0108010603
137976,0107000202
137976,0107000108
137976,0107000106
137976,0106000207
137976,0106000210
137976,0108010404
137976,0107000105
137976,0108010601
137976,0107000201
137976,0106000211
137976,0106000209
137976,0106000208
137976,0106000206
137976,0107000104
137976,0108010402
137976,0107000103
137976,0106000202
137976,0106000205
137976,0108010307
137976,0107000102
137976,0107000101
137976,0108010401
137976,0106000203
137976,0104000210
137976,0108010303
137976,0106000201
137976,0106000204
137976,0108010305
137976,0108010306
137976,0104000208
137976,0108010304
137976,0104000209
137976,0108010301
137976,0104000207
137976,0104000201
137976,0108010302
137976,0108010204
137976,0104000202
137976,0104000206
137976,0104000203
137976,0104000205
137976,0104000106
137976,0104000102
137976,0104000204
137976,0104000104
137976,0108010101
137976,0104000101
137976,0104000103
137976,0406020000
941975,0202000703
941975,0202000704
941975,0202000705
941975,0202000706
941975,0202000801
941975,0202000802
941975,0202000803
941975,0202000804
941975,0202000805
941975,0203010101
941975,0203010202
941975,0203020101
941975,0203020102
941975,0203020103
941975,0203020104
941975,0203020201
941975,0203020202
941975,0203020203
941975,0203020204
941975,0203020205
941975,0203020206
941975,0203020207
941975,0203020208
941975,0203020209
941975,0204010401
941975,0204010402
941975,0208010904
941975,0204020400
941975,0204030306
941975,0204020504
941975,0204010404
941975,0204010406
941975,0204010408
941975,0204010409
941975,0204010503
941975,0204010507
941975,0204020102
941975,0204020103
941975,0204020301
941975,0204020302
941975,0204020303
941975,0204020304
941975,0204020305
941975,0204020306
941975,0204020307
941975,0204020308
941975,0204020309
941975,0204020310
941975,0204020501
941975,0204020502
941975,0110000505
941975,0203010102
941975,0203010201
941975,0203010104
941975,0205030602
941975,0205030603
941975,0205030604
941975,0205030605
941975,0205030606
941975,0205030608
941975,0205030609
941975,0205030610
941975,0205030611
941975,0205030614
941975,0205030601
941975,0205030607
941975,0205030613
941975,0205030615
941975,0205030617
941975,0204020503
941975,0204010506
941975,0204020203
941975,0204020205
941975,0204020206
941975,0204030401
941975,0204030402
941975,0204030403
941975,0204030404
941975,0204030405
941975,0208010201
941975,0208010202
941975,0208010203
941975,0208010204
941975,0208010401
941975,0208010402
941975,0208010403
941975,0208010404
941975,0208010405
941975,0208010406
941975,0208010407
941975,0208010501
941975,0208010502
941975,0208010503
941975,0208010504
941975,0208010505
941975,0208010506
941975,0208010601
941975,0208010602
941975,0110000501
941975,0108020501
941975,0110000102
941975,0208010603
941975,0208010604
941975,0208010605
941975,0208010606
941975,0208010607
941975,0208010608
941975,0208010609
941975,0208010610
941975,0208010611
941975,0208010701
941975,0208010702
941975,0208010801
941975,0208010802
941975,0208011106
941975,0208011108
941975,0208011109
941975,0208020601
941975,0208020602
941975,0208020603
941975,0208020604
941975,0208020605
941975,0208020606
941975,0208020607
941975,0208020608
941975,0208020609
941975,0204030304
941975,0205030616
941975,0206000100
941975,0206000201
941975,0206000205
941975,0206000206
941975,0206000301
941975,0206000302
941975,0206000303
941975,0206000305
941975,0206000306
941975,0206000307
941975,0206000308
941975,0206000309
941975,0206000310
941975,0206000311
941975,0206000312
941975,0206000401
941975,0206000402
941975,0206000403
941975,0206000404
941975,0206000501
941975,0206000503
941975,0206000504
941975,0206000505
941975,0206000506
941975,0206000601
941975,0206000602
941975,0206000603
941975,0206000604
941975,0206000605
941975,0206000606
941975,0207001103
941975,0207001104
941975,0207001105
941975,0207001107
941975,0207001109
941975,0208011001
941975,0208011002
941975,0208011004
941975,0208011005
941975,0208011101
941975,0208011103
941975,0204030303
941975,0206000203
941975,0208010903
941975,0208010905
941975,0208011003
941975,0208011102
941975,0206000304
941975,0206000202
941975,0204030305
941975,0207001101
941975,0207001108
941975,0207001110
941975,0208010100
941975,0208011006
941975,0208011104
941975,0208011105
941975,0208011107
941975,0208020801
941975,0208020802
941975,0208020803
941975,0301020101
941975,0301020102
941975,0301020103
941975,0301020104
941975,0301020105
941975,0301020106
941975,0301020107
941975,0301020108
941975,0301020109
941975,0301020110
941975,0301020111
941975,0301020201
941975,0301020202
941975,0301020203
941975,0301020204
941975,0301020401
941975,0301020402
941975,0301020403
941975,0301020404
941975,0301020405
941975,0301020406
941975,0207001102
941975,0207001106
941975,0301020112
941975,0301020205
941975,0301020301
941975,0301020407
941975,0301010701
941975,0301010702
941975,0301010703
941975,0301010704
941975,0301010705
941975,0301010706
941975,0301010707
941975,0301010708
941975,0301010709
941975,0301020302
941975,0301020303
941975,0301020304
941975,0301020305
941975,0301020306
941975,0301020307
941975,0301020408
941975,0301020501
941975,0301020502
941975,0301020503
941975,0301020504
941975,0301020505
941975,0301020507
941975,0301020508
941975,0301020509
941975,0301020510
941975,0301020514
941975,0301020515
941975,0205030612
941975,0204010410
941975,0110000502
941975,0301020516
941975,0301020517
941975,0302010301
941975,0302010302
941975,0302010303
941975,0302010304
941975,0302010305
941975,0302010306
941975,0302010401
941975,0302010402
941975,0302010403
941975,0302010404
941975,0302010405
941975,0302010406
941975,0302010407
941975,0203010504
941975,0204020201
941975,0302010501
941975,0302010502
941975,0302010503
941975,0302010504
941975,0302020201
941975,0302020202
941975,0302020203
941975,0302020204
941975,0302020205
941975,0302020206
941975,0302020401
941975,0302020402
941975,0302020403
941975,0302020404
941975,0302020405
941975,0302020406
941975,0302020407
941975,0302020408
941975,0302020409
941975,0302030101
941975,0302030102
941975,0302030103
941975,0302030104
941975,0302030105
941975,0302030106
941975,0302030107
941975,0301020409
941975,0109000502
941975,0109000504
941975,0301020506
941975,0301020511
941975,0301020512
941975,0301020513
941975,0202000701
941975,0203010303
941975,0203010304
941975,0203010305
941975,0203010306
941975,0203010307
941975,0203010308
941975,0203010401
941975,0203010403
941975,0203010404
941975,0203010501
941975,0203010502
941975,0203010503
941975,0203010505
941975,0204010501
941975,0204010502
941975,0204010504
941975,0204010505
941975,0204010508
941975,0204020101
941975,0204020202
941975,0204020601
941975,0204020602
941975,0204020603
941975,0204020604
941975,0204020605
941975,0204020606
941975,0204020607
941975,0204030101
941975,0204030102
941975,0204030103
941975,0204030104
941975,0204030105
941975,0204030106
941975,0204030107
941975,0204030108
941975,0204030201
941975,0204030202
941975,0204030203
941975,0204030204
941975,0204030205
941975,0202000702
941975,0203010301
941975,0203010302
941975,0203010309
941975,0203010402
941975,0204010403
941975,0204010405
941975,0204010407
941975,0204010509
941975,0204020104
941975,0204020204
941975,0108020502
941975,0108020503
941975,0108020504
941975,0108020505
941975,0108020506
941975,0108020507
941975,0108020508
941975,0108020509
941975,0108020701
941975,0108020704
941975,0108020705
941975,0108020706
941975,0110000104
941975,0110000106
941975,0110000107
941975,0110000201
941975,0110000202
941975,0110000203
941975,0110000301
941975,0110000302
941975,0110000303
941975,0110000401
941975,0110000402
941975,0110000403
941975,0110000503
941975,0110000507
941975,0110000508
941975,0110000509
941975,0110000510
941975,0110000511
941975,0110000512
941975,0110000513
941975,0110000601
941975,0110000602
941975,0110000603
941975,0108020702
941975,0108020703
941975,0110000101
941975,0110000103
941975,0110000504
941975,0110000506
941975,0110000604
941975,0203010103
941975,0203020300
941975,0109000501
941975,0109000503
941975,0110000105
941975,0204020506
941975,0204020507
941975,0204020508
941975,0204020701
941975,0204020702
941975,0204020703
941975,0204020704
941975,0204020705
941975,0204020706
941975,0204030301
941975,0204030302
941975,0208010901
941975,0204020505
941975,0206000204
941975,0206000502
941975,0208010902
